,Product Name,Product Price,Key Features,Availability,Image Link,Product Link,brand
80,Bush Baby CDINTEL Lens Finder & RF Detector,$79,"49' Detection Range,Detects Hidden Cameras,Detects VHF, UHF, Wi-Fi, Bluetooth, GSM,1 MHz to 6.56 GHz Frequency Detection",Special Order,,https://www.bhphotovideo.com/c/product/1663068-REG/bush_baby_cdintel_counter_surveillance_detector.html,Bush
81,KJB Security Products RF Detector Device Simple,$155,"Detects Wired and Wireless Cameras,Detects Audio Bugging Devices,Light Scale Shows RF Signal Strength,Vibration Mode for Discreet Operation",Special Order,,https://www.bhphotovideo.com/c/product/1062764-REG/kjb_security_products_dd3100_rf_detector_device_simple.html,KJB
82,KJB Security Products DD802 SleuthGear Defender (Simple),$195,"10 MHz to 8 GHz Frequency Response,Lens Finder Attachment,For Use with Wired & Wireless Cameras,Includes 9V Battery & Antenna",Special Order,,https://www.bhphotovideo.com/c/product/906028-REG/KJB_SECURITY_PRODUCTS_DD802_SleuthGear_Defender_Simple.html,KJB
83,Louroe LE-039 Verifact B6 Microphone with 6' Extension Cable,$151,,Special Order,,https://www.bhphotovideo.com/c/product/943907-REG/louroe_le_039_verifact_b6_microphone.html,Louroe
84,Speco Technologies CAMMIC High-Impedance Line Level Microphone with 1.5' Cable,$9,"Add-On Microphone,Omnidirectional Pickup,Connects to Amplifier Line Level Input,Connects to DVR Line Level Input",In Stock,,https://www.bhphotovideo.com/c/product/1064849-REG/speco_technologies_cammic_high_impedance_line_level.html,Speco
85,Mini Gadgets AC Adapter with 4.5V USB Output for Forus Units,$9,,Special Order,,https://www.bhphotovideo.com/c/product/1304542-REG/mgi_minigadgets_inc_acadapt5v_5v_usb_output.html,Mini
86,Louroe LE-242 AD-1 Power Supply,$19,,Special Order,,https://www.bhphotovideo.com/c/product/944692-REG/louroe_le_242_plug_in_switching_ac.html,Louroe
87,Axis Communications Device Microphone A,$29,Enable Audio Recording for Q3515-LV & Q3517-LV Cameras,In Stock,,https://www.bhphotovideo.com/c/product/1435761-REG/axis_communications_01575_001_device_omnidirectional_microphone.html,Axis
88,Axis Communications Device Microphone B,$35,"Compatible with Axis P32-LV Dome Cameras,Requires TP3201 Mount,Terminal Block to 3.5mm Audio Extension",In Stock,,https://www.bhphotovideo.com/c/product/1508347-REG/axis_communications_01963_001_device_microphone_b.html,Axis
89,Mini Gadgets MQ120 Mini Voice Recorder (8GB),$59,"Voice-Activated Recording Mode,8GB of Internal Storage,Built-In Rechargeable LiPo Battery,Up to 28 Hours of Battery Life",Special Order,,https://www.bhphotovideo.com/c/product/1578441-REG/mini_gadgets_mq120_8gb_mini_voice.html,Mini
90,SoundSecure SS-800 Omnidirectional Microphone,$69,"Line Level Omnidirectional Microphone,Picks up Audio from 12' Away,Designed for Ceiling Installation",In Stock,,https://www.bhphotovideo.com/c/product/1628159-REG/soundsecure_ss_800_line_level_ceiling.html,SoundSecure
91,Louroe Verifact A-ML Audio Monitoring Microphone,$109,"Electret Condenser,Omnidirectional with Low Impedance,15' Radius Pickup Pattern,Wall or Ceiling Mountable",In Stock,,https://www.bhphotovideo.com/c/product/943973-REG/louroe_le_770_verifact_a_ml_level.html,Louroe
92,AKG PZM-11 - Wall Plate Mountable Security Microphone with Line-Level Unterminated Pigtail Connection (White),$159,,In Stock,,https://www.bhphotovideo.com/c/product/179603-REG/Crown_Audio_PZM_11LL_PZM_11_Security_Microphone.html,AKG
93,Blackmagic Design DaVinci Resolve 17 Studio with Speed Editor (Activation Card),$395,"Resolve 17 Studio,8K Editing & Color Correction,Advanced HDR Editing,Next Gen Audio Engine; Edit 2000+ Tracks",In Stock,https://static.bhphoto.com/images/images345x345/1618482047_1634982.jpg,https://www.bhphotovideo.com/c/product/1634982-REG/blackmagic_design_dv_resstud_se_bun_davinci_resolve_17_studio.html,Blackmagic
94,"Adobe Photoshop & Premiere Elements 2022 (Mac/Windows, DVD)",$149,"Advanced Consumer Photo & Video Editing,Automated & In-Depth Manual Workspaces,Elaborate Step-by-Step Guided Edits,One-Click Auto Editing Tools",In Stock,,https://www.bhphotovideo.com/c/product/1665589-REG/adobe_65319087_photoshop_premiere_elements.html,Adobe
95,Blackmagic Design UltraStudio Monitor 3G 3G-SDI/HDMI Playback Device,$115,"Ultra-Portable Playback Device,Outputs Footage from Computer to Monitor,Thunderbolt, SDI, HDMI / Embedded Audio,Supports Resolutions up to 1080p60",In Stock,,https://www.bhphotovideo.com/c/product/1578062-REG/blackmagic_design_ultra_studio_monitor_3g.html,Blackmagic
96,Blackmagic Design UltraStudio 3G Recorder,$115,"3G-SDI and HDMI Inputs,Thunderbolt 3 Output,Supports Resolutions up to 1080p60,Supports YUV and RGB Video",In Stock,,https://www.bhphotovideo.com/c/product/1578063-REG/blackmagic_design_ultra_studio_recorder_3g.html,Blackmagic
97,Red Giant PluralEyes 4 (Download),$299,"Sync Video Footage with External Sound,Standalone Software, Exports to Any NLE,Timeline Import from FCP/Premiere/Vegas,Sync Direct from Premiere",Electronic Download,,https://www.bhphotovideo.com/c/product/1226419-REG/red_giant_sho_pluraleyes4_d_pluraleyes_4_download.html,Red
98,"Adobe Creative Cloud (12 Month Subscription, Download, Student and Teacher Edition)",$239,"Entire Collection of 20+ Applications,Includes Desktop and Mobile Versions,Includes 100GB of Cloud Storage,Cloud-Based Design Syncs Settings/Files",Software Download,,https://www.bhphotovideo.com/c/product/971564-REG/adobe_61101764_creative_cloud_membership_1_y_stu_teac.html,Adobe
99,ION Audio Video 2 SD Standalone VHS Conversion Recorder,$39,"Converts Analog Video to Digital Files,Convert VHS, VHS-C, Beta, DVD, DVR & Hi8,Records Directly to microSD Card ≤16 GB,Transfer to Computer After Recording",In Stock,,https://www.bhphotovideo.com/c/product/1442241-REG/ion_audio_video2sd_video_2_sd_standalone.html,ION
100,Panasonic HC-WXF1 UHD 4K Camcorder with Twin & Multicamera Capture,$997,"UHD 4K Video at 24 & 30 fps/26MP Stills,Twin Camera & Wireless Multicam Options,1/2.5"" Back-Illuminated MOS Sensor,Viewfinder & 3"" LCD Display",More on the Way,,https://www.bhphotovideo.com/c/product/1383053-REG/panasonic_hc_wxf1k_hc_wxf1_4k_camcorder.html,Panasonic
101,Panasonic HC-WXF991K 4K Ultra HD Camcorder with Twin Camera,$997,"4K Ultra HD Video at 24/30 fps,1/2.3"" BSI MOS Sensor,20x Leica Dicomar Optical Zoom Lens,Twin Camera & Wireless Multi-Camera",More on the Way,,https://www.bhphotovideo.com/c/product/1211805-REG/panasonic_hc_wxf991k_4k_camcorder.html,Panasonic
102,KJB Security Products RD-30 LawMate Pocket RF Detector,$204,"Designed for Counter Surveillance,Locates Hidden Cameras,Camera Lens Finder,Wireless Audio Bug Sweeper",Special Order,,https://www.bhphotovideo.com/c/product/1617195-REG/kjb_security_products_rd_30_hidden_camera_lens.html,KJB
103,Mini Gadgets CDGPS Professional GPS Tracker Detector,$223,"Designed for Counter Surveillance,Detects CDMA, GSM, 2G, 3G & 4G Devices,Detection Range up to 13',Beep, Headphones & Vibration Modes",Special Order,,https://www.bhphotovideo.com/c/product/1438686-REG/mini_gadgets_cdgps_gps_detector.html,Mini
104,KJB Security Products DD1020 Road Warrior Personal Security Detection Kit,$225,"Includes KJB SF-103P and DD1100,Locate Camera Lenses,Detect Bluetooth Credit Card Skimmers,Carrying Case and Batteries Included",Special Order,,https://www.bhphotovideo.com/c/product/1580984-REG/kjb_security_products_dd1020_road_warrior_personal.html,KJB
105,KJB Security Products NG4000 Cell Phone Safe,$335,,Special Order,,https://www.bhphotovideo.com/c/product/919555-REG/kjb_security_products_ng4000_cell_phone_safe.html,KJB
106,KJB Security Products DD801 PRO Sweep Defender Deluxe,$392,"10 Mhz to 10 Ghz Signal Detection Range,Detects Wire and Laser Tapping,Integrated White Noise Generator,Locates Camera Lenses",Special Order,,https://www.bhphotovideo.com/c/product/906026-REG/KJB_SECURITY_PRODUCTS_DD801_SleuthGear_Defender_Complete.html,KJB
107,"Louroe Verifact DVGC Vandal Resistant Microphone Faceplate (2.75 x 4.5"")",$159,,Special Order,,https://www.bhphotovideo.com/c/product/1103313-REG/louroe_le_569_verifact_dvgc_vandal_resistant.html,Louroe
108,Louroe LE-052 Verifact A USB Microphone,$169,"Omni-Directional Electret Condenser,Up to 30' Circular Coverage Range,Ceiling and Wall Mountable,Plug-and-Play USB-Powered Connection",In Stock,,https://www.bhphotovideo.com/c/product/1326957-REG/louroe_le_052_verifact_a_usb_microphone.html,Louroe
109,Louroe LE-575 Verifact EGC Outdoor Omnidirectional Electret Condenser Microphone,$169,"Omnidirectional Audio Pickup,25' Sound Detection Range,Built-In Preamp & Automatic Gain Control,Designed for Outdoor Applications",Special Order,,https://www.bhphotovideo.com/c/product/1103314-REG/louroe_le_575_outdoor_or_moist_conditions.html,Louroe
110,Louroe TLM-E 2-Way Speaker/Microphone,$229,,In Stock,,https://www.bhphotovideo.com/c/product/944187-REG/louroe_le_168_tlm_e_2_way_speaker_microphone.html,Louroe
111,"Louroe Ceiling Flush-Mount 8"" Speaker and Microphone",$249,"Speaker and Microphone in One,Speak and Listen Functionality,Electret Condenser Mic with Preamp,8"" Integrated Speaker",In Stock,,https://www.bhphotovideo.com/c/product/944197-REG/louroe_le_227_tli_cf_8_flush_mounted_ceiling.html,Louroe
112,Louroe VeriFact 525 Full-Duplex Wall Mount Speaker/Microphone,$329,,Special Order,,https://www.bhphotovideo.com/c/product/1668688-REG/louroe_le_525_verifact_525_full_duplex_wall.html,Louroe
113,Louroe AP-1TB Audio Monitoring Base Station,$399,"Single Zone Listen and Talk Base Station,Built-in Microphone and Speaker,DVR Connections for Recording & Playback,Headphone Jack and Volume Control",In Stock,,https://www.bhphotovideo.com/c/product/944013-REG/louroe_le_001_ap_1tb_audio_monitoring_base.html,Louroe
114,Louroe ASK-4 #401 Audio Monitoring Kit,$479,Made in USA,Special Order,,https://www.bhphotovideo.com/c/product/925225-REG/louroe_le_009_ask_4_401_audio_monitoring.html,Louroe
115,"Adobe Photoshop & Premiere Elements 2022 (Windows, Download)",$149,"Advanced Consumer Photo & Video Editing,Automated & In-Depth Manual Workspaces,Elaborate Step-by-Step Guided Edits,One-Click Auto Editing Tools",Software Download,,https://www.bhphotovideo.com/c/product/1665988-REG/adobe_65319211_photoshop_elements_2022.html,Adobe
116,Roxio Easy VHS to DVD 3 Plus,$49,"Create DVDs from VHS, Hi8, V8 Media,Create CDs / MP3s from LPs and Cassettes,Simple 3-Step Workflow,DVD Menu Creation",In Stock,,https://www.bhphotovideo.com/c/product/913789-REG/corel_251000_easy_vhs_to_dvd.html,Roxio
117,Blackmagic Design DaVinci Resolve 17 Studio (Activation Card),$295,"Over 100 New Features & 200 Improvements,8K Editing & Color Correction,Advanced HDR Editing,AI-Based Magic Mask for Targeted Grading",In Stock,,https://www.bhphotovideo.com/c/product/1366318-REG/blackmagic_design_dv_resstud_davinci_resolve_stud_color.html,Blackmagic
118,"Adobe Creative Cloud (12 Month Subscription, Download)",$479,"Entire Collection of 20+ Applications,Includes Desktop and Mobile Versions,Includes 100GB of Cloud Storage,Cloud-Based Design Syncs Settings/Files",Software Download,,https://www.bhphotovideo.com/c/product/1392534-REG/adobe_65291319_creative_cloud_membership_full.html,Adobe
119,Roxio Easy CD & DVD Burning 2 (Boxed),$19,"Supports CDs, DVDs, and Blu-ray Media,Drag and Drop from Your Desktop,Create Data, Audio, Photo & Video Discs,Back Up or Archive Files",In Stock,,https://www.bhphotovideo.com/c/product/1505349-REG/roxio_recdb2mlmbam_easy_cd_dvd_burning.html,Roxio
120,Hauppauge USB-Live2 Analog Video Digitizer,$47,"Windows Compatible Video Capture Device,Watch Live Video from VCR or Camcorder,Full 720 x 480 Live Video Mode (NTSC),Save Still & Video Images to Hard Disk",In Stock,,https://www.bhphotovideo.com/c/product/833518-REG/Hauppauge_610_USB_Live2_Analog_Video_Digitizer.html,Hauppauge
121,Diamond VC500 One Touch USB Video & Audio Capture for Windows,$39,"Transfers Video from Video Device to PC,Also Supports Audio and Still Images,Convenient Way of Saving Old VCR Footage,Works with TVs, VCR, Game Consoles, Etc.",In Stock,,https://www.bhphotovideo.com/c/product/886667-REG/diamond_vc500_usb_video_capture.html,Diamond
122,"Adobe Photoshop & Premiere Elements 2022 (Mac, Download)",$149,"Advanced Consumer Photo & Video Editing,Automated & In-Depth Manual Workspaces,Elaborate Step-by-Step Guided Edits,One-Click Auto Editing Tools",Software Download,,https://www.bhphotovideo.com/c/product/1665989-REG/adobe_65319212_photoshop_elements_2022.html,Adobe
123,"Adobe Photoshop & Premiere Elements 2022 Student & Teacher Edition (Windows, Download)",$79,"Advanced Consumer Photo & Video Editing,Automated & In-Depth Manual Workspaces,Elaborate Step-by-Step Guided Edits,One-Click Auto Editing Tools",Software Download,,https://www.bhphotovideo.com/c/product/1665993-REG/adobe_65319272_photoshop_elements_2022.html,Adobe
124,"Microsoft 13"" Multi-Touch Surface Pro 8 (Graphite)","$1,749","3.0 GHz Intel Core i7 4-Core (11th Gen),16GB of LPDDR4x RAM | 512GB SSD,13"" PixelSense Flow 10-Point Touchscreen,2880 x 1920 Screen Resolution (267 ppi)",In Stock,https://static.bhphoto.com/images/images345x345/1636639564_1664786.jpg,https://www.bhphotovideo.com/c/product/1664786-REG/microsoft_8px_00017_srfc_pro8_i7_16_512_sc.html,Microsoft
125,"Boox 7.8"" Nova3 Color 32GB E-Ink Tablet",$399,"Octa-Core CPU,3GB LPDDR4X RAM,7.8"" Color E-Ink Touchscreen Display,1872 x 1404 Resolution (Black & White)",More on the Way,https://static.bhphoto.com/images/images345x345/1641209731_1645524.jpg,https://www.bhphotovideo.com/c/product/1645524-REG/boox_opc0764r_onyx_boox_7_8_nova3.html,Boox
126,"Samsung Galaxy Watch4 Classic Smartwatch (46mm, Bluetooth/Wi-Fi, Black)",$349,"Up to 40 Hours of Battery Life,Bluetooth & Wi-Fi Connectivity,Sensors Measure ECG, SpO2 & BIA,Sleep Monitoring",In Stock,https://static.bhphoto.com/images/images345x345/1628675611_1646553.jpg,https://www.bhphotovideo.com/c/product/1646553-REG/samsung_sm_r890nzkaxaa_galaxy_watch4_classic_smartwatch.html,Samsung
127,Mini Gadgets CD2100 Wireless Transmitter Detector,$395,"Designed for Counter Surveillance,Detects GSM/Wi-Fi/IP Devices/Analog Cams,50 MHz to 6.0 GHz Frequency Detection,Vibration, Beep & Lens Detection Modes",Special Order,,https://www.bhphotovideo.com/c/product/1346453-REG/mini_gadgets_cd2100_gsm_wifi_ip_wireless_device_detector.html,Mini
128,Louroe LE-025 ASK-4 Audio Monitoring Kit,$599,"TLM-W 4"" Speaker with Microphone,AP-1TB Single Zone Base Station,AD-1 12VDC Power Supply,Allows for Bi-Directional Communication",Special Order,,https://www.bhphotovideo.com/c/product/925230-REG/louroe_le_025_single_zone_bi_directional_with.html,Louroe
129,MG Electronics PA3 12 VDC Mini Microphone,$6,"Bullet Microphone,S/N Ratio: >58 dB,RCA Audio Output,12 VDC Plug for Power Input",Special Order,,https://www.bhphotovideo.com/c/product/898863-REG/MG_Electronics_pa_3_PA3_12_VDC_Mini.html,MG
130,Speco Technologies Mini Line Level Microphone with Volume Control,$30,,Special Order,,https://www.bhphotovideo.com/c/product/1659405-REG/speco_technologies_cammicv_mini_line_level_microphone.html,Speco
131,Dahua Technology HAP100 Pinhole Pickup Microphone,$26,"Omnidirectional Condenser Microphone,Pinhole Design,RCA Audio Output,Up to 131.23 Square Feet of Coverage",In Stock,,https://www.bhphotovideo.com/c/product/1376916-REG/dahua_technology_hap100_pinhole_pickup_condenser.html,Dahua
132,"Adobe Photoshop & Premiere Elements 2022 Student & Teacher Edition (Mac/Windows, DVD)",$79,"Advanced Consumer Photo & Video Editing,Automated & In-Depth Manual Workspaces,Elaborate Step-by-Step Guided Edits,One-Click Auto Editing Tools",In Stock,,https://www.bhphotovideo.com/c/product/1665587-REG/adobe_65318804_photoshop_premiere_elements.html,Adobe
133,"Adobe Photoshop & Premiere Elements 2022 Student & Teacher Edition (Mac, Download)",$79,"Advanced Consumer Photo & Video Editing,Automated & In-Depth Manual Workspaces,Elaborate Step-by-Step Guided Edits,One-Click Auto Editing Tools",Software Download,,https://www.bhphotovideo.com/c/product/1665992-REG/adobe_65319271_photoshop_elements_2022.html,Adobe
134,"Adobe Premiere Pro CC (1-Year Subscription, Download)",$239,"Full-Featured Video Editing Software,Edit up to 8K Footage in Native Formats,Create Proxy Files,""Getting Started"" Feature for Beginners",Software Download,,https://www.bhphotovideo.com/c/product/1293105-REG/adobe_65275574_premiere_pro_cc_download.html,Adobe
135,"Microsoft 13"" Multi-Touch Surface Pro 8 (Graphite)","$1,449","3.0 GHz Intel Core i7 4-Core (11th Gen),16GB of LPDDR4x RAM | 256GB SSD,13"" PixelSense Flow 10-Point Touchscreen,2880 x 1920 Screen Resolution (267 ppi)",In Stock,https://static.bhphoto.com/images/images345x345/1636639564_1664784.jpg,https://www.bhphotovideo.com/c/product/1664784-REG/microsoft_8pv_00017_srfc_pro8_i7_16_256_sc.html,Microsoft
136,"Microsoft 13"" Multi-Touch Surface Pro 8 (Platinum)","$1,999","3.0 GHz Intel Core i7 4-Core (11th Gen),16GB of LPDDR4x RAM | 1TB SSD,13"" PixelSense Flow 10-Point Touchscreen,2880 x 1920 Screen Resolution (267 ppi)",More on the Way,,https://www.bhphotovideo.com/c/product/1664814-REG/microsoft_eeb_00001_srfc_pro8_i7_16_1t_sc.html,Microsoft
137,"Microsoft 10.5"" Multi-Touch Surface Go 3 (Wi-Fi Only, Platinum)",$399,"1.1 GHz Intel Pentium Gold 6500Y,4GB RAM | 64GB eMMC Storage,10.5"" 1920 x 1280 PixelSense Touchscreen,Integrated Intel UHD Graphics 615",In Stock,,https://www.bhphotovideo.com/c/product/1664787-REG/microsoft_8v6_00001_srfc_go3_p_4_64_asku.html,Microsoft
138,"Microsoft 13"" Multi-Touch Surface Pro 8 (Platinum)",$999,"2.4 GHz Intel Core i5 4-Core (11th Gen),8GB of LPDDR4x RAM | 128GB SSD,13"" PixelSense Flow 10-Point Touchscreen,2880 x 1920 Screen Resolution (267 ppi)",In Stock,,https://www.bhphotovideo.com/c/product/1664778-REG/microsoft_8pn_00001_srfc_pro8_i5_8_128_sc.html,Microsoft
139,"Microsoft 10.5"" Multi-Touch Surface Go 3 (Wi-Fi Only, Platinum)",$519,"1.1 GHz Intel Pentium Gold 6500Y,8GB RAM | 128GB SSD Storage,10.5"" 1920 x 1280 PixelSense Touchscreen,Integrated Intel UHD Graphics 615",In Stock,,https://www.bhphotovideo.com/c/product/1664788-REG/microsoft_8va_00001_srfc_go3_p_8_128_asku.html,Microsoft
140,"Microsoft 13"" Multi-Touch Surface Pro 8 (Graphite)","$1,299","2.4 GHz Intel Core i5 4-Core (11th Gen),16GB of LPDDR4x RAM | 256GB SSD,13"" PixelSense Flow 10-Point Touchscreen,2880 x 1920 Screen Resolution (267 ppi)",In Stock,,https://www.bhphotovideo.com/c/product/1664782-REG/microsoft_8pt_00017_srfc_pro8_i5_16_256_sc.html,Microsoft
141,"Microsoft 13"" Multi-Touch Surface Pro 8 (Platinum)","$1,749","3.0 GHz Intel Core i7 4-Core (11th Gen),16GB of LPDDR4x RAM | 512GB SSD,13"" PixelSense Flow 10-Point Touchscreen,2880 x 1920 Screen Resolution (267 ppi)",In Stock,,https://www.bhphotovideo.com/c/product/1664785-REG/microsoft_8px_00001_srfc_pro8_i7_16_512_sc.html,Microsoft
142,"Microsoft 13"" Multi-Touch Surface Pro 8 (Graphite)","$1,099","2.4 GHz Intel Core i5 4-Core (11th Gen),8GB of LPDDR4x RAM | 256GB SSD,13"" PixelSense Flow 10-Point Touchscreen,2880 x 1920 Screen Resolution (267 ppi)",In Stock,,https://www.bhphotovideo.com/c/product/1664780-REG/microsoft_8pq_00017_srfc_pro8_i5_8_256_sc.html,Microsoft
143,"Microsoft 13"" Multi-Touch Surface Pro 8 (Platinum)","$1,449","3.0 GHz Intel Core i7 4-Core (11th Gen),16GB of LPDDR4x RAM | 256GB SSD,13"" PixelSense Flow 10-Point Touchscreen,2880 x 1920 Screen Resolution (267 ppi)",In Stock,,https://www.bhphotovideo.com/c/product/1664783-REG/microsoft_8pv_00001_srfc_pro8_i7_16_256_sc.html,Microsoft
144,"Microsoft 13"" Multi-Touch Surface Pro 8 (Platinum)","$1,099","2.4 GHz Intel Core i5 4-Core (11th Gen),8GB of LPDDR4x RAM | 256GB SSD,13"" PixelSense Flow 10-Point Touchscreen,2880 x 1920 Screen Resolution (267 ppi)",In Stock,,https://www.bhphotovideo.com/c/product/1664779-REG/microsoft_8pq_00001_srfc_pro8_i5_8_256_sc.html,Microsoft
145,"Boox 7"" Leaf 32GB E-Reader (Wi-Fi)",$249,"8-Core Processor,2GB LPDDR4X RAM,7"" E-Ink Carta Display,1680 x 1264 Screen Resolution",More on the Way,https://static.bhphoto.com/images/images345x345/1640861424_1670793.jpg,https://www.bhphotovideo.com/c/product/1670793-REG/boox_opc0872r_7_boox_leaf.html,Boox
