company,links,address,telephone,email,open,description,contacts,Cod_Fiscal,product_service,key_words,activity,service_area,opening_hours,payment_method,company_logo,photo_and_vid_gallary
A&A EXPORT IMPORT CONSULTING COMPANY S.R.L.,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4329474/A%26A+EXPORT+IMPORT+CONSULTING+COMPANY+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
DACORA BUSINESS S.R.L.,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4327687/DACORA+BUSINESS+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
METROPOLIS GROUP,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4485983/METROPOLIS+GROUP/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
PHOENIX CONSULTING,"https://www.paginiaurii.ro//companii/Sector+4,+BUCURE%C5%9ETI/L4481639/PHOENIX+CONSULTING/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
LEXPERT SRL,https://www.paginiaurii.ro//companii/SUCEAVA/L4506874/LEXPERT+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
MARKET SCOPE,"https://www.paginiaurii.ro//companii/Sector+2,+BUCURE%C5%9ETI/L4322797/MARKET+SCOPE/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
PRIME FINANCIAL CONSULTING S.R.L.,https://www.paginiaurii.ro//companii/BISTRI%C5%A2A/L4423527/PRIME+FINANCIAL+CONSULTING+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
TRADUCERI.BIZ SRL,"https://www.paginiaurii.ro//companii/1,+PLOIE%C5%9ETI/L4439910/TRADUCERI.BIZ+SRL/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
RODEN CONSULT SRL,https://www.paginiaurii.ro//companii/TULCEA/L4438729/RODEN+CONSULT+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
EUROCONSULT LICHIDĂRI S.R.L.,https://www.paginiaurii.ro//companii/CLUJ-NAPOCA/L4516317/EUROCONSULT+LICHID%C4%82RI+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
AUTO ALIGEN S.R.L.,https://www.paginiaurii.ro//companii/CRAIOVA/L4533569/AUTO+ALIGEN+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
KRUK TIME COMPANY,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4486231/KRUK+TIME+COMPANY/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
KARAN CONSULTANŢĂ DE AFACERI S.R.L.,"https://www.paginiaurii.ro//companii/Sector+6,+BUCURE%C5%9ETI/L4349992/KARAN+CONSULTAN%C5%A2%C4%82+DE+AFACERI+S.R.L./","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
MIMAX TRADING,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4338873/MIMAX+TRADING/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
DUR SERV,https://www.paginiaurii.ro//companii/BUHUSI/L6243376/DUR+SERV/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
ANICK EXPRES CONSULTING S.R.L.,https://www.paginiaurii.ro//companii/COM.+CIOROG%C3%82RLA/L4497936/ANICK+EXPRES+CONSULTING+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
PARADISE GROUP ENTERPRISE S.R.L.,https://www.paginiaurii.ro//companii/VOLUNTARI/L4476712/PARADISE+GROUP+ENTERPRISE+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
MARA BUSINESS ADVISOR,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4533776/MARA+BUSINESS+ADVISOR/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
REAL CONSULTING,https://www.paginiaurii.ro//companii/CONSTAN%C5%A2A/L4332813/REAL+CONSULTING/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
HANDERSON SRL,https://www.paginiaurii.ro//companii/ORADEA/L4385013/HANDERSON+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
ERGOCOLOR SRL,https://www.paginiaurii.ro//companii/SATU+MARE/L4320803/ERGOCOLOR+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
SOARE SERVICES SRL,https://www.paginiaurii.ro//companii/CONSTAN%C5%A2A/L4320017/SOARE+SERVICES+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
GLOBAL DESIGN PROJECT S.R.L.,"https://www.paginiaurii.ro//companii/COM.+MO%C5%9EOAIA,+SMEURA/L6027328/GLOBAL+DESIGN+PROJECT+S.R.L./","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
EXEL CONSULTING SRL,https://www.paginiaurii.ro//companii/FOC%C5%9EANI/L4526305/EXEL+CONSULTING+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
PAICU&SONS INTERNATIONAL S.R.L.,"https://www.paginiaurii.ro//companii/Sector+1,+BUCURE%C5%9ETI/L4502644/PAICU%26SONS+INTERNATIONAL+S.R.L./","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
ZELŢER ADRIAN,https://www.paginiaurii.ro//companii/GALA%C5%A2I/L4312429/ZEL%C5%A2ER+ADRIAN/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
SILVADRI CONSULTING SRL,https://www.paginiaurii.ro//companii/PLOIE%C5%9ETI/L4325815/SILVADRI+CONSULTING+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
EXTREMED,https://www.paginiaurii.ro//companii/ORADEA/L4537785/EXTREMED/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
FILCO GRUP S.R.L.,https://www.paginiaurii.ro//companii/IA%C5%9EI/L4451733/FILCO+GRUP+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
